Row.names	Control	CNV	PCV	Row.names.y	label.CNV	label.PCV	label.both	sum_formula	compound_name	logFC.PCV	AveExpr.PCV	t.PCV	P.Value.PCV	adj.P.Val.PCV	B.PCV	label.PCV	logFC.CNV	AveExpr.CNV	t.CNV	P.Value.CNV	adj.P.Val.CNV	B.CNV	label.CNV	FC_ctrl_CNV	FC_ctrl_PCV
1960_C27H53N5O5_[M+H]+	110779.965	59078.75772	64775.48743	1960_C27H53N5O5_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C27H53N5O5	UNKNOWN_853	2.407090707	14.32871127	2.053310466	0.044805894	0.166140255	-5.075090071	Not significant	4.729468722	14.32871127	4.034358819	0.000170338	0.002467239	0.077263524	ControlVsCNV	0.533298216	0.584722043
1962_C23H48NO7P_[M+H]+	184747.685	206752.06	290097	1962_C23H48NO7P_[M+H]+	Not significant	ControlVsPCV	ControlvsPCV	C23H48NO7P	LysoPC(15:0)LysoPE(0:0/18:0)LysoPE(18:0/0:0)1-pentadecanoyl-sn-glycero-3-phosphocholine1-octadecanoyl-sn-glycero-3-phosphoethanolamine2-octadecanoyl-sn-glycero-3-phosphoethanolamine1-(2-methoxy-6Z-heptadecenyl)-sn-glycero-3-phosphoethanolamine	-0.647846653	17.67912378	-3.506592139	0.00088273	0.018318778	-1.521366119	ControlVsPCV	-0.18663501	17.67912378	-0.997161824	0.322824539	0.560408891	-6.645315299	Not significant	1.119105011	1.570233478
1964_C27H54NO7P_[M+H]+	1060324.233	1313360.45	1268277.6	1964_C27H54NO7P_[M+H]+	Not significant	Not significant	Not significant	C27H54NO7P	LysoPE(0:0/22:1(13Z))LysoPE(22:1(13Z)/0:0)1-hexadecyl-2-(2E-propionyl)-sn-glycero-3-phosphocholine1-(9Z-nonadecenoyl)-glycero-3-phosphocholine1-(11Z-docosenoyl)-glycero-3-phosphoethanolamine2-(13Z-docosenoyl)-sn-glycero-3-phosphoethanolamine1-(13Z-docosenoyl)-sn-glycero-3-phosphoethanolamine	-1.415963145	19.22230341	-1.774627577	0.081294863	0.241539543	-5.59387478	Not significant	-1.676135065	19.22230341	-2.100701221	0.04009802	0.13665759	-4.994847396	Not significant	1.238640417	1.196122432
1966_C34H65NO5S_[M+H]+	58374.36673	34650.83659	48272.64555	1966_C34H65NO5S_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C34H65NO5S	N-(3E-hexadecenoyl)-deoxysphing-4-enine-1-sulfonate	2.041238287	13.68373975	2.078586936	0.042085222	0.159236737	-5.050128546	Not significant	3.070731573	13.68373975	3.086567912	0.003101673	0.018550005	-2.68662108	ControlVsCNV	0.593596788	0.826949366
1968_C25H49N5O4_[M+H]+	43794.21618	32185.77266	34224.50001	1968_C25H49N5O4_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C25H49N5O4	UNKNOWN_862	1.972892699	13.42458682	1.960678486	0.054720801	0.189276799	-5.27500486	Not significant	3.650366577	13.42458682	3.580955235	0.000700323	0.005599254	-1.290682847	ControlVsCNV	0.73493204	0.781484474
1970_C26H54NO6P_[M+H]+	631448.45	1051107	1179508.05	1970_C26H54NO6P_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C26H54NO6P	LysoPC(P-18:0)1-(11Z-octadecenyl)-sn-glycero-3-phosphocholine1-(9Z-octadecenyl)-sn-glycero-3-phosphocholine1-(1Z-octadecenyl)-sn-glycero-3-phosphocholine	-0.847083374	19.71113859	-4.840876013	9.95E-06	0.000639035	2.784493196	ControlVsPCV	-0.594609232	19.71113859	-3.354199918	0.001406959	0.00912064	-1.948296063	ControlVsCNV	1.66459669	1.867940368
1972_C12H26O3_[M+H]+	3821.5975	3588.6888	4184.762783	1972_C12H26O3_[M+H]+	Not significant	Not significant	Not significant	C12H26O3	88-Dimethoxy-26-dimethyl-2-octanol	-0.041169411	11.73478558	-0.14864221	0.882351127	0.932907138	-7.14541194	Not significant	0.291726479	11.73478558	1.039687552	0.302796242	0.545494374	-6.602302974	Not significant	0.939054623	1.095029705
1976_C37H72NO7P_[M+H]+	151989.4	83002.61801	103803.2614	1976_C37H72NO7P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C37H72NO7P	PE(14:0/P-18:1(11Z))PE(14:0/P-18:1(9Z))PE(14:1(9Z)/P-18:0)PE(16:1(9Z)/P-16:0)PE(P-16:0/16:1(9Z))PE(P-18:0/14:1(9Z))PE(P-18:1(11Z)/14:0)PE(P-18:1(9Z)/14:0)1-(1Z-hexadecenyl)-2-(9Z-hexadecenoyl)-glycero-3-phosphoethanolamine1-(1Z-octadecenyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphoethanolamine	2.028115191	15.44240508	2.415406619	0.018886543	0.111711362	-4.346730417	Not significant	3.319751252	15.44240508	3.902677569	0.000250069	0.003090851	-0.311819696	ControlVsCNV	0.546107939	0.682963821
1978_C33H65NO4_[M+H]+	17288.5254	15530.839	23303.3935	1978_C33H65NO4_[M+H]+	Not significant	Not significant	Not significant	C33H65NO4	3-(hexacosanoyloxy)-4-(trimethylazaniumyl)butanoateN-(15-methyl-3-(12-methyltridecanoyloxy)-hexadecanoyl)-glycineN-(pentadecanoyl)-6R-hydroxy-sphing-4E-enineN-(2-hydroxy-pentadecanoyl)-sphing-4-enineHexacosanoylcarnitine	-0.501061321	14.00184016	-1.914544237	0.060483406	0.198190743	-5.359869087	Not significant	-0.012114954	14.00184016	-0.045693644	0.96371126	0.984961784	-7.142615629	Not significant	0.898332197	1.347910997
198_C7H11NO_[M+H]+	2973.119343	3501.134885	2832.821021	198_C7H11NO_[M+H]+	Not significant	Not significant	Not significant	C7H11NO	6-Acetyl-1234-tetrahydropyridine34-Dihydro-5-propanoyl-2H-pyrrole2-Methyl-4-propyloxazole4-Methyl-2-propyloxazole2-Methyl-5-propyloxazole5-Methyl-2-propyloxazole2-Ethyl-45-dimethyloxazole4-Ethyl-25-dimethyloxazole5-Ethyl-24-dimethyloxazole4-Butyloxazole5-Butyloxazole2-Ethyl-5-imino-1-cyclopenten-1-ol	0.346173825	11.35987405	0.995205449	0.323766796	0.577176577	-6.660083186	Not significant	-0.209659572	11.35987405	-0.594966766	0.554177931	0.745608091	-6.9652769	Not significant	1.177596484	0.95281107
1980_C10H20N2O2Si2_[M+Na]+	16133.6085	16978.6595	13022.9645	1980_C10H20N2O2Si2_[M+Na]+	Not significant	Not significant	Not significant	C10H20N2O2Si2	Pyrimidine24-bis(trimethylsilyl)oxy-	0.252191882	13.75549062	1.050338304	0.297915677	0.561983868	-6.604081258	Not significant	-0.191509166	13.75549062	-0.787312526	0.43430179	0.649351225	-6.832000482	Not significant	1.052378301	0.807194776
1982_C48H93NO12S_[M+H]+	78537.09	48139.95579	58834.722	1982_C48H93NO12S_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C48H93NO12S	N-(2-hydroxy-tetracosanoyl)-1-beta-(3-sulfo)-glucosyl-sphing-4-enine	1.734229915	14.59976911	2.042759869	0.045625994	0.167175084	-5.119661489	Not significant	3.255301438	14.59976911	3.784960477	0.000366391	0.003844392	-0.675891991	ControlVsCNV	0.612958231	0.749132951
1984_C24H50NO7P_[M+K]+	69.17802796	169.217146	606.6600221	1984_C24H50NO7P_[M+K]+	Not significant	Not significant	Not significant	C24H50NO7P	LysoPC(16:0)LysoPC(0:0/16:0)1-tetradecyl-2-acetyl-sn-glycero-3-phosphocholine1-hexadecanoyl-sn-glycero-3-phosphocholine2-hexadecanoyl-sn-glycero-3-phosphocholine1-hexadecanoyl-sn-glycero-3-phosphocholine1-nonadecanoyl-glycero-3-phosphoethanolamine1-(2-methoxy-6Z-octadecenyl)-sn-glycero-3-phosphoethanolamine	-1.171175302	6.106016146	-0.98723553	0.328472613	0.578886144	-6.613516002	Not significant	-0.64462936	6.106016146	-0.492373252	0.624697828	0.797872745	-6.882405787	Not significant	2.446111156	8.769547789
1986_C28H52NO7P_[M+H]+	126104.0219	125007.9785	120392.6967	1986_C28H52NO7P_[M+H]+	Not significant	Not significant	Not significant	C28H52NO7P	LysoPC(20:3(5Z8Z11Z))LysoPC(20:3(8Z11Z14Z))1-(8Z11Z14Z-eicosatrienoyl)-glycero-3-phosphocholine1-(5Z8Z11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine	1.068175802	16.45103364	1.504391288	0.13819679	0.346989789	-6.009215193	Not significant	-0.240518432	16.45103364	-0.334131043	0.739550273	0.865609979	-7.061066087	Not significant	0.991308419	0.954709413
1988_C46H90NO10P_[M+H]+	516394.015	286041.6509	329999.2077	1988_C46H90NO10P_[M+H]+	Not significant	Not significant	Not significant	C46H90NO10P	PS(16:0/24:0)PS(18:0/22:0)PS(20:0/20:0)PS(22:0/18:0)PS(24:0/16:0)1-nonadecanoyl-2-heneicosanoyl-glycero-3-phosphoserine1-heneicosanoyl-2-nonadecanoyl-glycero-3-phosphoserine1-docosanoyl-2-octadecanoyl-glycero-3-phosphoserine12-dieicosanoyl-sn-glycero-3-phosphoserine1-octadecanoyl-2-docosanoyl-glycero-3-phosphoserine	0.845661401	18.00503419	2.006704498	0.049446435	0.176976237	-5.188580511	Not significant	0.908929051	18.00503419	2.129003597	0.037507749	0.129255328	-4.937971826	Not significant	0.553921313	0.639045376
1990_C32H63N5O7_[M+H]+	197266	113302.7114	142318.1206	1990_C32H63N5O7_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C32H63N5O7	UNKNOWN_877	2.422347264	15.51301774	2.392867193	0.019972915	0.114197421	-4.396532089	Not significant	3.838406662	15.51301774	3.742765966	0.000419553	0.004163925	-0.804764023	ControlVsCNV	0.574365128	0.721452863
1992_C46H90NO11P_[M+H]+	108266.435	66412.48565	80928.96615	1992_C46H90NO11P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C46H90NO11P	N-(docosanoyl)-sphing-4-enine-1-phospho-(1-myo-inositol)	1.901119492	15.2333995	2.481018254	0.016019561	0.103529131	-4.199599509	Not significant	2.534866638	15.2333995	3.265390728	0.001836445	0.011660169	-2.197999992	ControlVsCNV	0.613417128	0.747498208
1998_C21H33N5O2_[M+Na]+	1073.991442	1362.206625	1158.674514	1998_C21H33N5O2_[M+Na]+	Not significant	Not significant	Not significant	C21H33N5O2	UNKNOWN_87	-0.280173482	9.82273044	-0.681742959	0.49811257	0.712577705	-6.922540256	Not significant	-0.532231552	9.82273044	-1.278361681	0.20620968	0.438981047	-6.329057183	Not significant	1.26835892	1.078848927
2_C23H48NO7P_[M+H]+	255048.95	409938.6	497720	2_C23H48NO7P_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C23H48NO7P	LysoPC(15:0)LysoPE(0:0/18:0)LysoPE(18:0/0:0)1-pentadecanoyl-sn-glycero-3-phosphocholine1-octadecanoyl-sn-glycero-3-phosphoethanolamine2-octadecanoyl-sn-glycero-3-phosphoethanolamine1-(2-methoxy-6Z-heptadecenyl)-sn-glycero-3-phosphoethanolamine	-0.904923555	18.38307292	-4.534605829	2.94E-05	0.001363397	1.733966564	ControlVsPCV	-0.543798219	18.38307292	-2.689830569	0.009318834	0.043617495	-3.698143116	ControlVsCNV	1.607293816	1.951468532
20_C9H17N3O4_[M+H]+	1296.467873	3400.484409	1689.918398	20_C9H17N3O4_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C9H17N3O4	Asparaginyl-ValineValyl-Asparagine	-0.527774935	9.748137155	-0.830975295	0.409392517	0.648729681	-6.809537845	Not significant	-1.720837809	9.748137155	-2.674476496	0.009706338	0.044765052	-3.735159483	ControlVsCNV	2.622883667	1.303478808
200_C8H15NO2_[M+H]+	3658.063874	4468.772	4797.691	200_C8H15NO2_[M+H]+	Not significant	Not significant	Not significant	C8H15NO2	TranexamicAcid(S)-HomostachydrineNN-diethyl-3-hydroxybut-2-enamide	-0.300602747	11.79237203	-1.066738912	0.290583336	0.554260807	-6.58678895	Not significant	-0.251074318	11.79237203	-0.86721531	0.389457113	0.619256851	-6.751995477	Not significant	1.22162219	1.311538334
2000_C17H34O4_[M+H]+	13301.305	15860.8695	11037.9765	2000_C17H34O4_[M+H]+	Not significant	Not significant	Not significant	C17H34O4	MG(0:0/14:0/0:0)MG(14:0/0:0/0:0)MG(0:0/i-14:0/0:0)MG(i-14:0/0:0/0:0)25-dideoxy-4-C-dodecylpentonicacid1-O-(2R-hydroxy-4Z-tetradecenyl)-sn-glycerol	0.441737021	13.16806425	1.042689692	0.301415062	0.562196704	-6.612024243	Not significant	-0.517823021	13.16806425	-1.206513346	0.232513641	0.47332036	-6.416952915	Not significant	1.192429577	0.829841621
2002_C26H54NO6P_[M+H]+	100548.88	197616.915	185676.285	2002_C26H54NO6P_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C26H54NO6P	LysoPC(P-18:0)1-(11Z-octadecenyl)-sn-glycero-3-phosphocholine1-(9Z-octadecenyl)-sn-glycero-3-phosphocholine1-(1Z-octadecenyl)-sn-glycero-3-phosphocholine	-0.838402607	17.05965625	-3.853453612	0.000293582	0.007837523	-0.47659319	ControlVsPCV	-0.739920837	17.05965625	-3.356929864	0.001395398	0.009109393	-1.940548482	ControlVsCNV	1.965381564	1.846627083
2004_C28H55N5O5_[M+H]+	78256.22539	66345.92924	59652.50654	2004_C28H55N5O5_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C28H55N5O5	UNKNOWN_885	2.126200317	13.50677558	1.646904614	0.104981245	0.288776304	-5.816547861	Not significant	3.745959093	13.50677558	2.86409087	0.005811772	0.030437927	-3.266666494	ControlVsCNV	0.847803851	0.762271707
2006_C26H54NO7P_[M+H]+	1110575.95	1360763.8	1470121	2006_C26H54NO7P_[M+H]+	Not significant	ControlVsPCV	ControlvsPCV	C26H54NO7P	LysoPC(18:0)LysoPC(0:0/18:0)2-acetyl-1-alkyl-sn-glycero-3-phosphocholine1-hexadecyl-2-acetyl-sn-glycero-3-phosphocholine1-octadecanoyl-sn-glycero-3-phosphocholine2-octadecanoyl-sn-glycero-3-phosphocholine1-heneicosanoyl-glycero-3-phosphoethanolamine	-0.392499444	20.27749861	-3.315106804	0.001582786	0.02529728	-2.070814203	ControlVsPCV	-0.272763212	20.27749861	-2.274069689	0.026675511	0.10165492	-4.640144039	Not significant	1.225277569	1.323746476
2008_C28H56NO7P_[M+H]+	134525.095	219116.14	229604.565	2008_C28H56NO7P_[M+H]+	ControlVsCNV	ControlVsPCV	Both	C28H56NO7P	LysoPC(20:1(11Z))PC(18:1(9Z)e/2:0)1-(10E-octadecenyl)-2-acetyl-sn-glycero-3-phosphocholine1-(9Z-octadecenyl)-2-acetyl-sn-glycero-3-phosphocholine1-(1Z-octadecenyl)-2-acetyl-sn-glycero-3-phosphocholine1-(9Z-eicosenoyl)-sn-glycero-3-phosphocholine1-(11Z-eicosenoyl)-glycero-3-phosphocholine	-0.720848608	17.40484331	-3.6701015	0.000528854	0.012901262	-1.036469359	ControlVsPCV	-0.595747994	17.40484331	-2.994029635	0.004040889	0.023266485	-2.931745803	ControlVsCNV	1.628812379	1.706778687
2010_C23H48NO6P_[M+H]+	37175.18	57882.93	63806.735	2010_C23H48NO6P_[M+H]+	Not significant	ControlVsPCV	ControlvsPCV	C23H48NO6P	1-(1Z-pentadecenyl)-sn-glycero-3-phosphocholine1-(9Z-octadecenyl)-sn-glycero-3-phosphoethanolamine1-(1Z-octadecenyl)-sn-glycero-3-phosphoethanolamine	-0.700582257	15.52549084	-3.251140762	0.001915936	0.029601209	-2.249711828	ControlVsPCV	-0.545655044	15.52549084	-2.499506716	0.015285851	0.065299466	-4.1451501	Not significant	1.5570316	1.716379988
2012_C15H20O3_[M+H]+	5695.97	5839.577666	5501.394018	2012_C15H20O3_[M+H]+	Not significant	Not significant	Not significant	C15H20O3	(S)-PterosinAIlludinC22alpha-Hydroxyalantolactone4-Epiisoinuviscolide(1(10)E4beta5alpha8beta)-45-Epoxy-1(10)11(13)-germacradien-128-olide(1beta4E8beta10alpha)-110-Epoxy-411(13)-germacradien-128-olide1beta-Hydroxyalantolactone45-Epoxy-11(13)-guaien-128-olideHeliannuolEEugenylisovalerateHeliannuolCHeliannuolB(S)-PterosinDPseudoisoeugenol2-methylbutanoate8-EpiisoivangustinEnokipodinAIstanbulinBMarasmen-3-oneArtabsinDesacetyllaurenobiolideGlechomafuranCichoralexin1alpha-1-Hydroxy-24(18)11(13)-eudesmatrien-12-oicacidAnnuolideBAnnuolideE212-Epoxy-7(14)-illudadiene-38-diolGlanduloneC(2Z)-3-hydroxy-2-(phenylmethylidene)octanoicacid(2Z)-2-(3-hydroxyphenyl)methylideneoctanoicacid(2Z)-2-(4-hydroxyphenyl)methylideneoctanoicacid(2Z)-7-hydroxy-2-(phenylmethylidene)octanoicacid2-hexyl-3-phenyloxirane-2-carboxylicacid(2Z)-8-hydroxy-2-(phenylmethylidene)octanoicacid(2Z)-2-(2-hydroxyphenyl)methylideneoctanoicacid(2Z4E)-5-(1R)-1-hydroxy-266-trimethyl-4-oxocyclohex-2-en-1-yl-3-methylpenta-24-dienal(2Z4E)-5-(1-hydroxy-266-trimethyl-4-oxocyclohex-2-en-1-yl)-3-methylpenta-24-dienal3-methyl-5-(266-trimethyl-4-oxocyclohex-2-en-1-yl)-2Z4E-pentadienoicacid??(3R4R4aR6R)-44a-dimethyl-56-eopxy-6-(prop-1-en-2-yl)-8-oxo-12344a567-octahydronaphthalene-3-ol-1alpha3alpha4betaH-eremophila-911-diene-13-diol(-)-1alpha7beta-dihydroxy-29-illudadien-8-one?1-deoxy-11-oxopentalenicacid	0.100769303	12.23289794	0.345614888	0.730881526	0.853308785	-7.096251145	Not significant	0.325635282	12.23289794	1.102440441	0.274819958	0.526359713	-6.535676801	Not significant	1.025212153	0.965839711
2014_C12H22O2_[M+H]+	5548.03005	6239.8839	5443.916	2014_C12H22O2_[M+H]+	Not significant	Not significant	Not significant	C12H22O2	5Z-Dodecenoicacidtrans-Dodec-2-enoicacidMethyl10-undecenoateAllylnonanoatexi-Dihydro-5-octyl-2(3H)-furanonecis-4-Decenylacetate26-Dimethyl-5-heptenalpropyleneglycolacetal11-Dodecenoicacidcis-3-Hexenylhexanoate(Â±)-CitronellylacetateCitronellylacetate55-Dibutyl-45-dihydro-2(3H)furanoneRhodinylacetateMethyl9-undecenoateEthyl2-decenoate1-Ethenylhexylbutanoatexi-5-Dodecanolide3-Heptyldihydro-5-methyl-2(3H)-furanone2-OctenylbutyrateHexyl2E-hexenoate7-Hexyl-2-oxepanone2-HexenylhexanoateEthyl4-decenoateHexyl2-methyl-3-pentenoateHexyl2-methyl-4-pentenoate11-Dimethoxy-37-dimethyl-26-octadiene(Â±)-Menthylacetate(37-Dimethyl-6-octenyl)oxyacetaldehyde5-methyl-2-undecenoicacid2-dodecenoicacid4-dodecenoicacid6-dodecenoicacid7-dodecenoicacid9-dodecenoicacid10-dodecenoicacid11-dodecenoicacid10Z-dodecenoicacid2Z-dodecenoicacid5E-dodecenoicacid5Z-dodecenoicacid6Z-dodecenoicacid7Z-dodecenoicacid9Z-dodecenoicacid3Z-dodecenoicacid3E-dodecenoicacid2E-Dodecenoicacid9-cyclopropylnonanoicacid2E-Decenylacetate4E-Decenylacetate5E-Decenylacetate7E-Decenylacetate3Z-Decenylacetate4Z-Decenylacetate5Z-Decenylacetate7Z-Decenylacetate(E)-2-Hexenylhexanoate(Z)-3-Hexenylhexanoate(E)-2-Octenylbutyrate(Z)-2-Nonenylpropionateoct-1-en-3-ylbutanoateprop-2-en-1-ylnonanoate(3R)-37-dimethyloct-6-en-1-ylacetateethyl(2E)-dec-2-enoateethyl(4E)-dec-4-enoatehexyl(2E)-hex-2-enoatehexyl2-methylpent-4-enoatemethylundec-10-enoatemethyl(9Z)-undec-9-enoate37-dimethyloct-7-en-1-ylacetate11-Dodecanolide5-dodecanolideDodecan-4-olide3-Ethylundecan-24-dione?(2S4R6R8S)-248-Trimethyl-17-dioxaspiro-5.5undecane(6R8S)-228-Trimethyl-17-dioxaspiro5.5undecane2-Propyl-17-dioxaspiro5.5undecane2-Ethyl-8-methyl-17-dioxaspiro5.5undecane27-Diethyl-16-dioxaspiro4.5decane	0.13556102	12.21814734	0.378667	0.706316581	0.839364475	-7.084175479	Not significant	-0.007198159	12.21814734	-0.019847398	0.98423317	0.994975097	-7.143471928	Not significant	1.124702614	0.981234051
2018_C26H56NO6P_[M+H]+	95539.25248	160607.8122	182630.9598	2018_C26H56NO6P_[M+H]+	Not significant	Not significant	Not significant	C26H56NO6P	LysoPC(O-18:0)1-octadecylglycero-3-phosphocholine1-octadecyl-sn-glycero-3-phosphocholine	-0.895917233	16.84385032	-2.700409161	0.009060148	0.075072045	-3.684875726	Not significant	-0.348125863	16.84385032	-1.03575602	0.304611524	0.545494374	-6.606352133	Not significant	1.681066243	1.911580372
202_C29H49N7O14_[M+K]+	572.7693032	4031.253363	2663.7073	202_C29H49N7O14_[M+K]+	ControlVsCNV	Not significant	ControlvsCNV	C29H49N7O14	UNKNOWN_178	-2.286994693	9.656630856	-2.82100157	0.006760943	0.063953001	-3.34054536	Not significant	-2.865985976	9.656630856	-3.491131821	0.000989047	0.007107338	-1.537137636	ControlVsCNV	7.038179841	4.650576219
2020_C27H42O4_[M+H]+	36901.76	35501.295	36014.759	2020_C27H42O4_[M+H]+	Not significant	Not significant	Not significant	C27H42O4	MG(24:6(6Z9Z12Z15Z18Z21Z)/0:0/0:0)7alpha-Hydroxy-3-oxo-4-cholestenoateAustraligeninBarogeninSchidigerageninC25-HydroxyvitaminD3-2623-lactol24-Oxo-1alpha25-dihydroxyvitaminD3(25R)-3beta-hydroxycholest-5-en-7-one-26-oate3beta-hydroxy-5alpha6alpha-epoxy-9-oxo-910-seco-5-cholest-7-en-11-al5alpha9alpha-epidioxy-814alpha-epoxy-cholest-6-en-3beta-ol3beta5alpha9alpha-trihydroxycholesta-714-dien-6-one12beta16beta20R-trihydroxy-cholest-14-dien-3-one1622-dioxo-25S-methyl-cholest-5-en-3beta-ol(25R)-spirost-5-en-2alpha3beta-diol(25R)-12-oxo-spirostan-3beta-ol(25S)-3-oxo-5alpha-spirostan-6alpha-ol(25S)-12-oxo-5alpha-spirostan-3beta-ol(25R)-spirost-5-en-1beta3beta-diol(25R)-spirost-5-en-3beta17alpha-diol(25R)-spirost-5-en-3beta14alpha-diol(25R)-spirost-5-en-1beta3alpha-diol5alpha-spirost-25(27)-en-1beta3beta-diol(25R)-spirost-5-en-3beta27-diol22S25S-furospirost-5-en-3beta26-diol(5Z7E)-(1S3R24R25R)-2526-epoxy-910-seco-5710(19)-cholestatriene-1324-triol(5Z7E)-(1S3R24R25S)-2526-epoxy-910-seco-5710(19)-cholestatriene-1324-triol(5Z7E)-(1S3R24S25R)-2526-epoxy-910-seco-5710(19)-cholestatriene-1324-triol(5Z7E)-(1S3R24S25S)-2526-epoxy-910-seco-5710(19)-cholestatriene-1324-triol(5Z7E)-(1S3R)-1325-trihydroxy-910-seco-5710(19)-cholestatrien-18-al(5Z7E)-(1S3R)-1325-trihydroxy-910-seco-5710(19)-cholestatrien-24-one(5Z7E)-(3S23S)-32325-trihydroxy-910-seco-5710(19)-cholestatrien-24-one(5Z7E)-(3S23S25R)-325-dihydroxy-910-seco-5710(19)-cholestatrieno-2623-lactol(5Z7E22E)-(1S3R24R)-910-seco-5710(19)22-cholestatetraene-132425-tetrol(5Z7E22E)-(1S3R24S)-910-seco-5710(19)22-cholestatetraene-132425-tetrol(5Z7E22E)-(1S3R25R)-910-seco-5710(19)22-cholestatetraene-132526-tetrol(5Z7E22E)-(1S3R25S)-910-seco-5710(19)22-cholestatetraene-132526-tetrol(5Z7E)-(1S3R)-23-oxo-910-seco-5710(19)-cholestatriene-1325-triol37-Dioxo-5alpha-cholestan-26-oicacid7alpha-hydroxy-3-oxocholest-4-en-26-oicacid(25R)-3beta-hydroxy-cholest-5-en-7-one-26-oicacid	0.201950521	15.02781984	0.959846908	0.341113267	0.592157301	-6.69446346	Not significant	0.105040376	15.02781984	0.492802336	0.624011221	0.797872745	-7.021165101	Not significant	0.962048829	0.975963179
2022_C38H74NO7P_[M+H]+	152291.115	96440.78171	117725.2953	2022_C38H74NO7P_[M+H]+	ControlVsCNV	Not significant	ControlvsCNV	C38H74NO7P	PC(14:1(9Z)/P-16:0)PE(15:0/P-18:1(11Z))PE(15:0/P-18:1(9Z))PC(P-16:0/14:1(9Z))PE(P-18:1(11Z)/15:0)PE(P-18:1(9Z)/15:0)PC(o-16:1(9Z)/14:1(9Z))1-(1Z-hexadecenyl)-2-(9Z-tetradecenoyl)-glycero-3-phosphocholine1-hexadecyl-2-(9Z12Z-heptadecadienoyl)-glycero-3-phosphoethanolamine1-(1Z-hexadecenyl)-2-(9Z-heptadecenoyl)-glycero-3-phosphoethanolamine1-(1Z-octadecenyl)-2-(9Z-pentadecenoyl)-glycero-3-phosphoethanolamine	1.699937283	15.42933439	1.803776837	0.076546942	0.231136857	-5.543950816	Not significant	3.305677598	15.42933439	3.507602745	0.000889076	0.006541057	-1.513764665	ControlVsCNV	0.633265977	0.773027995
2026_C32H54N2O15_[M+H]+	12071.6225	18174.9145	10430.099	2026_C32H54N2O15_[M+H]+	Not significant	Not significant	Not significant	C32H54N2O15	UNKNOWN_901	0.215782315	13.39501913	0.717433287	0.475983948	0.702147749	-6.897505419	Not significant	-0.782038351	13.39501913	-2.566570632	0.012872327	0.057094007	-3.990605384	Not significant	1.505590031	0.864017989
2028_C27H56NO7P_[M+H]+	31747.2425	51736.552	53937.665	2028_C27H56NO7P_[M+H]+	Not significant	Not significant	Not significant	C27H56NO7P	LysoPE(0:0/22:0)LysoPE(22:0/0:0)1-hexadecyl-2-propionyl-sn-glycero-3-phosphocholine1-heptadecyl-2-acetyl-sn-glycero-3-phosphocholine1-octadecyl-2-formyl-sn-glycero-3-phosphocholine1-nonadecanoyl-sn-glycero-3-phosphocholine1-docosanoyl-glycero-3-phosphoethanolamine2-docosanoyl-sn-glycero-3-phosphoethanolamine	-0.811908837	15.12698172	-2.316685052	0.024070688	0.120613664	-4.562013159	Not significant	-0.430999488	15.12698172	-1.21393652	0.229687775	0.472755478	-6.408095213	Not significant	1.629639236	1.698971651
